Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
90.694	87.000	456.91	0.0021886	-76.656	-57.615	-0.76422	2.1887	3.3255	1594.9	-0.049480	0.00022679	0.21865	liquid
93.694	87.000	453.15	0.0022068	-66.828	-47.629	-0.65590	2.1703	3.3321	1570.1	-0.048983	0.00020541	0.21528	liquid
94.694	87.000	451.89	0.0022129	-63.549	-44.296	-0.62051	2.1645	3.3347	1561.7	-0.048803	0.00019919	0.21413	liquid
95.694	87.000	450.62	0.0022192	-60.267	-40.960	-0.58546	2.1588	3.3375	1553.3	-0.048617	0.00019334	0.21296	liquid
96.694	87.000	449.35	0.0022254	-56.982	-37.621	-0.55075	2.1533	3.3404	1544.8	-0.048424	0.00018783	0.21177	liquid
97.694	87.000	448.08	0.0022317	-53.695	-34.279	-0.51637	2.1479	3.3434	1536.3	-0.048224	0.00018263	0.21058	liquid
98.694	87.000	446.81	0.0022381	-50.406	-30.934	-0.48230	2.1426	3.3466	1527.8	-0.048018	0.00017770	0.20937	liquid
99.694	87.000	445.53	0.0022445	-47.113	-27.586	-0.44855	2.1373	3.3499	1519.2	-0.047806	0.00017303	0.20815	liquid
100.69	87.000	444.25	0.0022510	-43.818	-24.234	-0.41510	2.1322	3.3533	1510.6	-0.047588	0.00016859	0.20692	liquid
101.69	87.000	442.96	0.0022575	-40.520	-20.879	-0.38194	2.1272	3.3568	1502.0	-0.047363	0.00016435	0.20567	liquid
102.69	87.000	441.67	0.0022641	-37.219	-17.521	-0.34908	2.1222	3.3604	1493.4	-0.047132	0.00016032	0.20442	liquid
103.69	87.000	440.38	0.0022708	-33.914	-14.158	-0.31649	2.1172	3.3641	1484.7	-0.046894	0.00015646	0.20317	liquid
104.69	87.000	439.08	0.0022775	-30.607	-10.792	-0.28419	2.1124	3.3679	1476.0	-0.046650	0.00015276	0.20190	liquid
105.69	87.000	437.77	0.0022843	-27.296	-7.4226	-0.25216	2.1076	3.3718	1467.2	-0.046399	0.00014922	0.20062	liquid
106.69	87.000	436.47	0.0022911	-23.982	-4.0488	-0.22039	2.1028	3.3757	1458.5	-0.046142	0.00014582	0.19934	liquid
