Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
90.694	73.000	456.07	0.0021927	-75.923	-59.917	-0.75578	2.1855	3.3316	1586.2	-0.049298	0.00022146	0.21747	liquid
92.694	73.000	453.54	0.0022049	-69.345	-53.249	-0.68306	2.1730	3.3362	1569.4	-0.048957	0.00020731	0.21522	liquid
93.694	73.000	452.27	0.0022111	-66.053	-49.912	-0.64725	2.1670	3.3388	1561.0	-0.048775	0.00020093	0.21407	liquid
94.694	73.000	450.99	0.0022173	-62.758	-46.572	-0.61179	2.1612	3.3416	1552.5	-0.048586	0.00019494	0.21290	liquid
95.694	73.000	449.72	0.0022236	-59.461	-43.229	-0.57667	2.1555	3.3446	1543.9	-0.048390	0.00018930	0.21172	liquid
96.694	73.000	448.44	0.0022300	-56.161	-39.882	-0.54189	2.1499	3.3477	1535.3	-0.048187	0.00018399	0.21052	liquid
97.694	73.000	447.15	0.0022364	-52.859	-36.533	-0.50743	2.1445	3.3510	1526.7	-0.047978	0.00017897	0.20931	liquid
98.694	73.000	445.86	0.0022428	-49.553	-33.180	-0.47328	2.1392	3.3544	1518.0	-0.047762	0.00017421	0.20809	liquid
99.694	73.000	444.57	0.0022494	-46.245	-29.824	-0.43945	2.1339	3.3579	1509.3	-0.047539	0.00016969	0.20686	liquid
100.69	73.000	443.27	0.0022559	-42.933	-26.465	-0.40591	2.1288	3.3616	1500.6	-0.047309	0.00016539	0.20562	liquid
101.69	73.000	441.97	0.0022626	-39.618	-23.101	-0.37268	2.1237	3.3654	1491.8	-0.047073	0.00016129	0.20436	liquid
102.69	73.000	440.67	0.0022693	-36.300	-19.734	-0.33973	2.1187	3.3692	1483.0	-0.046829	0.00015737	0.20310	liquid
103.69	73.000	439.36	0.0022761	-32.978	-16.363	-0.30706	2.1137	3.3732	1474.2	-0.046579	0.00015363	0.20183	liquid
104.69	73.000	438.04	0.0022829	-29.652	-12.987	-0.27466	2.1089	3.3773	1465.4	-0.046322	0.00015003	0.20055	liquid
105.69	73.000	436.72	0.0022898	-26.323	-9.6080	-0.24254	2.1040	3.3815	1456.5	-0.046058	0.00014659	0.19926	liquid
106.69	73.000	435.40	0.0022967	-22.991	-6.2244	-0.21068	2.0992	3.3857	1447.6	-0.045787	0.00014328	0.19797	liquid
107.69	73.000	434.07	0.0023038	-19.654	-2.8364	-0.17907	2.0945	3.3901	1438.7	-0.045508	0.00014009	0.19667	liquid
108.69	73.000	432.74	0.0023109	-16.313	0.55589	-0.14772	2.0898	3.3946	1429.7	-0.045222	0.00013702	0.19536	liquid
109.69	73.000	431.40	0.0023180	-12.969	3.9528	-0.11661	2.0852	3.3992	1420.7	-0.044927	0.00013406	0.19405	liquid
110.69	73.000	430.05	0.0023253	-9.6204	7.3542	-0.085739	2.0806	3.4038	1411.7	-0.044625	0.00013120	0.19273	liquid
111.69	73.000	428.70	0.0023326	-6.2676	10.760	-0.055105	2.0760	3.4086	1402.7	-0.044315	0.00012844	0.19141	liquid
112.69	73.000	427.35	0.0023400	-2.9106	14.172	-0.024702	2.0715	3.4135	1393.6	-0.043995	0.00012577	0.19008	liquid
113.69	73.000	425.99	0.0023475	0.45081	17.588	0.0054761	2.0670	3.4185	1384.5	-0.043667	0.00012318	0.18876	liquid
114.69	73.000	424.62	0.0023550	3.8167	21.009	0.035434	2.0625	3.4236	1375.4	-0.043330	0.00012068	0.18742	liquid
115.69	73.000	423.25	0.0023627	7.1871	24.435	0.065178	2.0581	3.4288	1366.3	-0.042984	0.00011825	0.18609	liquid
116.69	73.000	421.87	0.0023704	10.562	27.866	0.094710	2.0537	3.4342	1357.2	-0.042628	0.00011589	0.18475	liquid
117.69	73.000	420.48	0.0023782	13.942	31.303	0.12404	2.0494	3.4397	1348.0	-0.042262	0.00011360	0.18341	liquid
118.69	73.000	419.09	0.0023861	17.327	34.746	0.15316	2.0451	3.4453	1338.8	-0.041885	0.00011138	0.18206	liquid
119.69	73.000	417.69	0.0023941	20.717	38.194	0.18209	2.0408	3.4510	1329.6	-0.041498	0.00010922	0.18072	liquid
120.69	73.000	416.28	0.0024022	24.112	41.648	0.21083	2.0366	3.4569	1320.3	-0.041100	0.00010712	0.17937	liquid
121.69	73.000	414.87	0.0024104	27.512	45.108	0.23938	2.0323	3.4629	1311.1	-0.040690	0.00010507	0.17802	liquid
122.69	73.000	413.45	0.0024187	30.917	48.574	0.26774	2.0282	3.4691	1301.8	-0.040268	0.00010308	0.17667	liquid
123.69	73.000	412.02	0.0024270	34.328	52.046	0.29593	2.0240	3.4755	1292.5	-0.039835	0.00010114	0.17532	liquid
124.69	73.000	410.59	0.0024355	37.745	55.525	0.32394	2.0199	3.4820	1283.1	-0.039388	9.9256e-05	0.17397	liquid
125.69	73.000	409.15	0.0024441	41.168	59.010	0.35178	2.0159	3.4887	1273.8	-0.038928	9.7415e-05	0.17262	liquid
126.69	73.000	407.70	0.0024528	44.596	62.502	0.37945	2.0119	3.4955	1264.4	-0.038454	9.5621e-05	0.17127	liquid
127.69	73.000	406.24	0.0024616	48.031	66.001	0.40696	2.0079	3.5026	1255.0	-0.037966	9.3870e-05	0.16992	liquid
128.69	73.000	404.77	0.0024705	51.472	69.507	0.43431	2.0039	3.5098	1245.5	-0.037464	9.2161e-05	0.16857	liquid
129.69	73.000	403.30	0.0024796	54.920	73.021	0.46150	2.0000	3.5173	1236.1	-0.036946	9.0494e-05	0.16722	liquid
130.69	73.000	401.81	0.0024887	58.374	76.542	0.48855	1.9961	3.5249	1226.6	-0.036412	8.8866e-05	0.16587	liquid
131.69	73.000	400.32	0.0024980	61.835	80.071	0.51545	1.9923	3.5328	1217.1	-0.035862	8.7276e-05	0.16452	liquid
132.69	73.000	398.82	0.0025074	65.303	83.608	0.54220	1.9885	3.5410	1207.5	-0.035294	8.5722e-05	0.16317	liquid
133.69	73.000	397.30	0.0025170	68.779	87.153	0.56882	1.9848	3.5493	1197.9	-0.034709	8.4204e-05	0.16182	liquid
134.69	73.000	395.78	0.0025267	72.262	90.706	0.59530	1.9811	3.5579	1188.3	-0.034105	8.2720e-05	0.16048	liquid
135.69	73.000	394.25	0.0025365	75.752	94.269	0.62165	1.9774	3.5668	1178.7	-0.033482	8.1268e-05	0.15913	liquid
136.69	73.000	392.71	0.0025464	79.251	97.840	0.64787	1.9738	3.5760	1169.0	-0.032839	7.9849e-05	0.15778	liquid
137.69	73.000	391.15	0.0025565	82.758	101.42	0.67397	1.9702	3.5854	1159.3	-0.032175	7.8461e-05	0.15644	liquid
138.69	73.000	389.59	0.0025668	86.273	105.01	0.69995	1.9667	3.5952	1149.6	-0.031489	7.7102e-05	0.15510	liquid
139.69	73.000	388.01	0.0025772	89.797	108.61	0.72582	1.9632	3.6052	1139.8	-0.030781	7.5773e-05	0.15376	liquid
140.69	73.000	386.42	0.0025878	93.330	112.22	0.75157	1.9597	3.6156	1130.0	-0.030049	7.4471e-05	0.15242	liquid
141.69	73.000	384.83	0.0025986	96.873	115.84	0.77722	1.9563	3.6263	1120.2	-0.029293	7.3196e-05	0.15108	liquid
142.69	73.000	383.21	0.0026095	100.42	119.47	0.80276	1.9530	3.6374	1110.3	-0.028511	7.1948e-05	0.14974	liquid
143.69	73.000	381.59	0.0026206	103.99	123.12	0.82820	1.9497	3.6488	1100.4	-0.027702	7.0725e-05	0.14840	liquid
144.69	73.000	379.95	0.0026319	107.56	126.77	0.85354	1.9465	3.6607	1090.5	-0.026865	6.9527e-05	0.14707	liquid
145.69	73.000	378.30	0.0026434	111.14	130.44	0.87880	1.9433	3.6729	1080.5	-0.026000	6.8353e-05	0.14574	liquid
146.69	73.000	376.63	0.0026551	114.74	134.12	0.90397	1.9401	3.6856	1070.5	-0.025103	6.7202e-05	0.14441	liquid
147.69	73.000	374.95	0.0026670	118.34	137.81	0.92905	1.9370	3.6988	1060.4	-0.024175	6.6073e-05	0.14308	liquid
148.69	73.000	373.26	0.0026791	121.96	141.52	0.95405	1.9340	3.7124	1050.3	-0.023214	6.4966e-05	0.14175	liquid
149.69	73.000	371.55	0.0026914	125.59	145.24	0.97898	1.9310	3.7265	1040.1	-0.022217	6.3880e-05	0.14042	liquid
150.69	73.000	369.82	0.0027040	129.23	148.97	1.0038	1.9281	3.7411	1029.9	-0.021184	6.2815e-05	0.13910	liquid
151.69	73.000	368.08	0.0027168	132.88	152.72	1.0286	1.9253	3.7563	1019.7	-0.020113	6.1769e-05	0.13777	liquid
152.69	73.000	366.32	0.0027299	136.55	156.48	1.0534	1.9225	3.7720	1009.4	-0.019001	6.0743e-05	0.13645	liquid
153.69	73.000	364.54	0.0027432	140.24	160.26	1.0780	1.9198	3.7884	999.04	-0.017847	5.9735e-05	0.13513	liquid
154.69	73.000	362.74	0.0027568	143.93	164.06	1.1027	1.9171	3.8053	988.65	-0.016648	5.8746e-05	0.13381	liquid
155.69	73.000	360.93	0.0027706	147.65	167.87	1.1272	1.9145	3.8230	978.20	-0.015403	5.7774e-05	0.13249	liquid
156.69	73.000	359.09	0.0027848	151.38	171.70	1.1518	1.9120	3.8414	967.70	-0.014109	5.6818e-05	0.13117	liquid
157.69	73.000	357.24	0.0027993	155.12	175.56	1.1763	1.9095	3.8605	957.15	-0.012762	5.5880e-05	0.12985	liquid
158.69	73.000	355.36	0.0028141	158.88	179.43	1.2007	1.9071	3.8805	946.53	-0.011361	5.4957e-05	0.12853	liquid
159.69	73.000	353.46	0.0028292	162.66	183.32	1.2252	1.9048	3.9012	935.86	-0.0099027	5.4049e-05	0.12722	liquid
160.69	73.000	351.54	0.0028447	166.46	187.23	1.2496	1.9026	3.9229	925.12	-0.0083830	5.3156e-05	0.12590	liquid
161.69	73.000	349.59	0.0028605	170.28	191.16	1.2740	1.9004	3.9455	914.32	-0.0067989	5.2278e-05	0.12459	liquid
162.69	73.000	347.62	0.0028767	174.12	195.12	1.2984	1.8984	3.9692	903.45	-0.0051465	5.1413e-05	0.12327	liquid
163.69	73.000	345.62	0.0028934	177.98	199.10	1.3228	1.8964	3.9939	892.52	-0.0034217	5.0562e-05	0.12196	liquid
164.69	73.000	343.59	0.0029104	181.86	203.11	1.3472	1.8945	4.0198	881.52	-0.0016201	4.9723e-05	0.12064	liquid
165.69	73.000	341.54	0.0029279	185.77	207.14	1.3716	1.8927	4.0469	870.44	0.00026298	4.8897e-05	0.11933	liquid
166.69	73.000	339.45	0.0029459	189.70	211.20	1.3961	1.8910	4.0753	859.28	0.0022329	4.8083e-05	0.11802	liquid
