Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
54.361	774.00	1377.4	0.00072598	-200.72	-144.52	1.9354	1.0697	1.4748	1330.3	-0.042780	0.0012896	0.22663	liquid
63.361	774.00	1346.8	0.00074250	-188.00	-130.53	2.1734	1.1175	1.6004	1300.2	-0.038926	0.00083451	0.21898	liquid
64.361	774.00	1343.4	0.00074439	-186.54	-128.93	2.1985	1.1177	1.6041	1295.2	-0.038812	0.00079896	0.21810	liquid
65.361	774.00	1340.0	0.00074629	-185.08	-127.32	2.2233	1.1173	1.6067	1290.1	-0.038728	0.00076567	0.21722	liquid
66.361	774.00	1336.6	0.00074819	-183.62	-125.71	2.2477	1.1162	1.6083	1285.0	-0.038669	0.00073447	0.21633	liquid
67.361	774.00	1333.2	0.00075010	-182.16	-124.10	2.2717	1.1147	1.6090	1279.8	-0.038632	0.00070519	0.21544	liquid
68.361	774.00	1329.8	0.00075201	-180.70	-122.50	2.2955	1.1127	1.6091	1274.6	-0.038613	0.00067771	0.21455	liquid
69.361	774.00	1326.4	0.00075392	-179.24	-120.89	2.3188	1.1104	1.6085	1269.4	-0.038609	0.00065189	0.21366	liquid
70.361	774.00	1323.0	0.00075584	-177.78	-119.28	2.3418	1.1077	1.6075	1264.2	-0.038617	0.00062761	0.21277	liquid
71.361	774.00	1319.7	0.00075776	-176.32	-117.67	2.3645	1.1047	1.6061	1259.0	-0.038634	0.00060476	0.21187	liquid
72.361	774.00	1316.3	0.00075968	-174.87	-116.07	2.3868	1.1016	1.6043	1253.8	-0.038660	0.00058324	0.21098	liquid
73.361	774.00	1313.0	0.00076161	-173.41	-114.46	2.4089	1.0982	1.6022	1248.6	-0.038693	0.00056295	0.21009	liquid
74.361	774.00	1309.7	0.00076355	-171.96	-112.86	2.4305	1.0947	1.6000	1243.5	-0.038730	0.00054381	0.20919	liquid
75.361	774.00	1306.4	0.00076548	-170.51	-111.26	2.4519	1.0911	1.5975	1238.4	-0.038771	0.00052574	0.20829	liquid
76.361	774.00	1303.1	0.00076742	-169.07	-109.67	2.4729	1.0874	1.5949	1233.3	-0.038816	0.00050866	0.20740	liquid
77.361	774.00	1299.8	0.00076937	-167.62	-108.07	2.4937	1.0836	1.5922	1228.3	-0.038862	0.00049250	0.20650	liquid
78.361	774.00	1296.5	0.00077132	-166.18	-106.48	2.5141	1.0797	1.5894	1223.3	-0.038909	0.00047721	0.20560	liquid
79.361	774.00	1293.2	0.00077327	-164.75	-104.90	2.5342	1.0758	1.5866	1218.3	-0.038957	0.00046273	0.20470	liquid
80.361	774.00	1289.9	0.00077523	-163.31	-103.31	2.5541	1.0719	1.5837	1213.3	-0.039005	0.00044900	0.20380	liquid
81.361	774.00	1286.7	0.00077719	-161.88	-101.73	2.5736	1.0679	1.5808	1208.4	-0.039052	0.00043597	0.20291	liquid
82.361	774.00	1283.4	0.00077916	-160.46	-100.15	2.5929	1.0640	1.5779	1203.5	-0.039099	0.00042360	0.20201	liquid
83.361	774.00	1280.2	0.00078113	-159.03	-98.572	2.6120	1.0600	1.5750	1198.7	-0.039144	0.00041184	0.20111	liquid
84.361	774.00	1277.0	0.00078311	-157.61	-96.998	2.6307	1.0561	1.5722	1193.8	-0.039188	0.00040065	0.20021	liquid
85.361	774.00	1273.7	0.00078509	-156.19	-95.428	2.6492	1.0522	1.5694	1189.0	-0.039230	0.00039001	0.19931	liquid
86.361	774.00	1270.5	0.00078708	-154.78	-93.860	2.6675	1.0483	1.5666	1184.3	-0.039271	0.00037987	0.19841	liquid
87.361	774.00	1267.3	0.00078907	-153.37	-92.294	2.6855	1.0445	1.5638	1179.5	-0.039309	0.00037021	0.19752	liquid
88.361	774.00	1264.1	0.00079107	-151.96	-90.732	2.7033	1.0406	1.5611	1174.8	-0.039345	0.00036099	0.19662	liquid
89.361	774.00	1260.9	0.00079307	-150.56	-89.172	2.7209	1.0369	1.5584	1170.1	-0.039379	0.00035219	0.19572	liquid
90.361	774.00	1257.7	0.00079508	-149.15	-87.615	2.7382	1.0331	1.5558	1165.5	-0.039410	0.00034378	0.19482	liquid
91.361	774.00	1254.5	0.00079710	-147.76	-86.061	2.7553	1.0294	1.5533	1160.9	-0.039439	0.00033574	0.19392	liquid
92.361	774.00	1251.4	0.00079912	-146.36	-84.509	2.7722	1.0257	1.5507	1156.3	-0.039465	0.00032805	0.19303	liquid
93.361	774.00	1248.2	0.00080115	-144.97	-82.959	2.7889	1.0221	1.5483	1151.7	-0.039489	0.00032068	0.19213	liquid
94.361	774.00	1245.0	0.00080319	-143.58	-81.412	2.8054	1.0186	1.5459	1147.2	-0.039510	0.00031363	0.19124	liquid
95.361	774.00	1241.9	0.00080523	-142.19	-79.867	2.8216	1.0150	1.5435	1142.7	-0.039529	0.00030686	0.19034	liquid
96.361	774.00	1238.7	0.00080728	-140.81	-78.325	2.8377	1.0116	1.5412	1138.2	-0.039545	0.00030037	0.18945	liquid
97.361	774.00	1235.6	0.00080933	-139.43	-76.785	2.8536	1.0081	1.5390	1133.7	-0.039559	0.00029414	0.18855	liquid
98.361	774.00	1232.4	0.00081140	-138.05	-75.247	2.8694	1.0047	1.5368	1129.3	-0.039570	0.00028816	0.18766	liquid
99.361	774.00	1229.3	0.00081347	-136.67	-73.711	2.8849	1.0014	1.5347	1124.9	-0.039578	0.00028240	0.18677	liquid
100.36	774.00	1226.2	0.00081555	-135.30	-72.178	2.9002	0.99809	1.5326	1120.5	-0.039584	0.00027687	0.18588	liquid
101.36	774.00	1223.0	0.00081763	-133.93	-70.646	2.9154	0.99483	1.5305	1116.1	-0.039588	0.00027154	0.18498	liquid
102.36	774.00	1219.9	0.00081972	-132.56	-69.117	2.9304	0.99162	1.5285	1111.8	-0.039589	0.00026641	0.18410	liquid
103.36	774.00	1216.8	0.00082182	-131.20	-67.589	2.9453	0.98846	1.5266	1107.5	-0.039588	0.00026147	0.18321	liquid
104.36	774.00	1213.7	0.00082393	-129.84	-66.063	2.9600	0.98533	1.5247	1103.2	-0.039584	0.00025670	0.18232	liquid
105.36	774.00	1210.6	0.00082605	-128.48	-64.540	2.9745	0.98225	1.5228	1098.9	-0.039578	0.00025210	0.18143	liquid
106.36	774.00	1207.5	0.00082817	-127.12	-63.018	2.9889	0.97921	1.5210	1094.7	-0.039569	0.00024766	0.18055	liquid
107.36	774.00	1204.4	0.00083030	-125.76	-61.498	3.0031	0.97621	1.5192	1090.5	-0.039559	0.00024337	0.17967	liquid
108.36	774.00	1201.3	0.00083244	-124.41	-59.979	3.0172	0.97326	1.5174	1086.3	-0.039546	0.00023922	0.17878	liquid
109.36	774.00	1198.2	0.00083459	-123.06	-58.463	3.0311	0.97034	1.5157	1082.1	-0.039531	0.00023521	0.17790	liquid
110.36	774.00	1195.1	0.00083675	-121.71	-56.948	3.0449	0.96746	1.5141	1078.0	-0.039513	0.00023133	0.17702	liquid
111.36	774.00	1192.0	0.00083891	-120.37	-55.435	3.0586	0.96461	1.5124	1073.8	-0.039494	0.00022757	0.17615	liquid
112.36	774.00	1188.9	0.00084109	-119.02	-53.923	3.0721	0.96181	1.5108	1069.7	-0.039472	0.00022393	0.17527	liquid
113.36	774.00	1185.9	0.00084327	-117.68	-52.413	3.0855	0.95904	1.5092	1065.7	-0.039448	0.00022040	0.17439	liquid
114.36	774.00	1182.8	0.00084546	-116.34	-50.905	3.0987	0.95630	1.5077	1061.6	-0.039423	0.00021698	0.17352	liquid
115.36	774.00	1179.7	0.00084766	-115.01	-49.398	3.1118	0.95360	1.5061	1057.6	-0.039395	0.00021366	0.17265	liquid
116.36	774.00	1176.6	0.00084987	-113.67	-47.892	3.1248	0.95094	1.5046	1053.6	-0.039365	0.00021044	0.17178	liquid
117.36	774.00	1173.6	0.00085209	-112.34	-46.388	3.1377	0.94831	1.5032	1049.6	-0.039334	0.00020731	0.17092	liquid
118.36	774.00	1170.5	0.00085432	-111.01	-44.886	3.1504	0.94571	1.5017	1045.6	-0.039300	0.00020427	0.17005	liquid
119.36	774.00	1167.5	0.00085655	-109.68	-43.385	3.1631	0.94314	1.5003	1041.6	-0.039265	0.00020131	0.16919	liquid
120.36	774.00	1164.4	0.00085880	-108.36	-41.885	3.1756	0.94060	1.4989	1037.7	-0.039227	0.00019844	0.16833	liquid
121.36	774.00	1161.4	0.00086105	-107.03	-40.387	3.1880	0.93810	1.4975	1033.8	-0.039188	0.00019564	0.16747	liquid
122.36	774.00	1158.3	0.00086332	-105.71	-38.890	3.2003	0.93562	1.4962	1029.9	-0.039147	0.00019292	0.16661	liquid
123.36	774.00	1155.3	0.00086559	-104.39	-37.395	3.2124	0.93317	1.4948	1026.1	-0.039105	0.00019027	0.16576	liquid
124.36	774.00	1152.2	0.00086787	-103.07	-35.901	3.2245	0.93076	1.4935	1022.2	-0.039060	0.00018768	0.16491	liquid
125.36	774.00	1149.2	0.00087017	-101.76	-34.408	3.2364	0.92837	1.4922	1018.4	-0.039014	0.00018517	0.16406	liquid
126.36	774.00	1146.2	0.00087247	-100.45	-32.916	3.2483	0.92601	1.4909	1014.6	-0.038966	0.00018271	0.16321	liquid
127.36	774.00	1143.1	0.00087478	-99.134	-31.426	3.2600	0.92367	1.4896	1010.8	-0.038917	0.00018032	0.16237	liquid
128.36	774.00	1140.1	0.00087710	-97.825	-29.937	3.2717	0.92137	1.4884	1007.1	-0.038866	0.00017799	0.16152	liquid
129.36	774.00	1137.1	0.00087943	-96.517	-28.449	3.2832	0.91908	1.4871	1003.3	-0.038813	0.00017571	0.16069	liquid
130.36	774.00	1134.1	0.00088177	-95.212	-26.963	3.2947	0.91683	1.4859	999.63	-0.038759	0.00017348	0.15985	liquid
131.36	774.00	1131.1	0.00088413	-93.909	-25.477	3.3060	0.91460	1.4847	995.93	-0.038703	0.00017131	0.15902	liquid
132.36	774.00	1128.0	0.00088649	-92.607	-23.993	3.3173	0.91239	1.4835	992.26	-0.038645	0.00016919	0.15819	liquid
133.36	774.00	1125.0	0.00088886	-91.308	-22.510	3.3284	0.91021	1.4823	988.62	-0.038586	0.00016711	0.15736	liquid
134.36	774.00	1122.0	0.00089124	-90.011	-21.029	3.3395	0.90805	1.4811	984.99	-0.038525	0.00016508	0.15653	liquid
135.36	774.00	1119.0	0.00089363	-88.715	-19.548	3.3505	0.90592	1.4799	981.38	-0.038463	0.00016310	0.15571	liquid
136.36	774.00	1116.0	0.00089603	-87.422	-18.069	3.3614	0.90381	1.4787	977.80	-0.038400	0.00016115	0.15489	liquid
137.36	774.00	1113.0	0.00089845	-86.130	-16.591	3.3722	0.90172	1.4776	974.24	-0.038335	0.00015925	0.15408	liquid
138.36	774.00	1110.0	0.00090087	-84.841	-15.114	3.3829	0.89966	1.4764	970.69	-0.038268	0.00015740	0.15327	liquid
139.36	774.00	1107.1	0.00090330	-83.553	-13.638	3.3935	0.89761	1.4753	967.17	-0.038200	0.00015557	0.15246	liquid
140.36	774.00	1104.1	0.00090574	-82.268	-12.163	3.4041	0.89559	1.4742	963.68	-0.038131	0.00015379	0.15165	liquid
141.36	774.00	1101.1	0.00090820	-80.984	-10.690	3.4145	0.89359	1.4730	960.20	-0.038060	0.00015204	0.15085	liquid
142.36	774.00	1098.1	0.00091066	-79.702	-9.2171	3.4249	0.89161	1.4719	956.74	-0.037988	0.00015033	0.15005	liquid
143.36	774.00	1095.1	0.00091313	-78.422	-7.7458	3.4352	0.88965	1.4708	953.31	-0.037914	0.00014865	0.14926	liquid
144.36	774.00	1092.2	0.00091562	-77.144	-6.2755	3.4454	0.88771	1.4697	949.89	-0.037840	0.00014701	0.14846	liquid
145.36	774.00	1089.2	0.00091812	-75.869	-4.8064	3.4556	0.88579	1.4686	946.50	-0.037763	0.00014540	0.14767	liquid
