Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
54.361	728.00	1373.8	0.00072789	-200.42	-147.43	1.9435	1.0752	1.4829	1319.1	-0.042582	0.0012564	0.22528	liquid
62.361	728.00	1346.3	0.00074276	-189.07	-135.00	2.1567	1.1145	1.5976	1294.7	-0.039031	0.00084964	0.21832	liquid
63.361	728.00	1342.9	0.00074468	-187.61	-133.39	2.1822	1.1151	1.6024	1289.8	-0.038884	0.00081263	0.21742	liquid
64.361	728.00	1339.4	0.00074660	-186.14	-131.79	2.2073	1.1150	1.6059	1284.8	-0.038772	0.00077798	0.21652	liquid
65.361	728.00	1335.9	0.00074853	-184.68	-130.18	2.2321	1.1142	1.6083	1279.7	-0.038690	0.00074554	0.21562	liquid
66.361	728.00	1332.5	0.00075047	-183.21	-128.57	2.2565	1.1130	1.6098	1274.5	-0.038632	0.00071513	0.21471	liquid
67.361	728.00	1329.1	0.00075241	-181.74	-126.96	2.2806	1.1112	1.6105	1269.2	-0.038594	0.00068661	0.21380	liquid
68.361	728.00	1325.6	0.00075435	-180.27	-125.35	2.3043	1.1091	1.6105	1264.0	-0.038574	0.00065983	0.21289	liquid
69.361	728.00	1322.2	0.00075630	-178.80	-123.74	2.3277	1.1066	1.6099	1258.7	-0.038568	0.00063468	0.21198	liquid
70.361	728.00	1318.8	0.00075826	-177.34	-122.13	2.3508	1.1038	1.6088	1253.4	-0.038574	0.00061103	0.21106	liquid
71.361	728.00	1315.4	0.00076022	-175.87	-120.53	2.3734	1.1008	1.6074	1248.2	-0.038589	0.00058877	0.21015	liquid
72.361	728.00	1312.0	0.00076218	-174.41	-118.92	2.3958	1.0976	1.6056	1242.9	-0.038611	0.00056781	0.20924	liquid
73.361	728.00	1308.7	0.00076415	-172.94	-117.31	2.4178	1.0942	1.6036	1237.7	-0.038640	0.00054805	0.20832	liquid
74.361	728.00	1305.3	0.00076612	-171.49	-115.71	2.4395	1.0906	1.6014	1232.5	-0.038674	0.00052941	0.20740	liquid
75.361	728.00	1301.9	0.00076809	-170.03	-114.11	2.4609	1.0869	1.5990	1227.3	-0.038711	0.00051181	0.20649	liquid
76.361	728.00	1298.6	0.00077008	-168.58	-112.51	2.4820	1.0832	1.5964	1222.1	-0.038751	0.00049518	0.20557	liquid
77.361	728.00	1295.2	0.00077206	-167.13	-110.92	2.5027	1.0793	1.5938	1217.0	-0.038792	0.00047945	0.20465	liquid
78.361	728.00	1291.9	0.00077405	-165.68	-109.33	2.5232	1.0755	1.5911	1211.9	-0.038835	0.00046457	0.20374	liquid
79.361	728.00	1288.6	0.00077605	-164.23	-107.74	2.5433	1.0715	1.5883	1206.8	-0.038878	0.00045047	0.20282	liquid
80.361	728.00	1285.3	0.00077805	-162.79	-106.15	2.5632	1.0676	1.5855	1201.8	-0.038920	0.00043710	0.20190	liquid
81.361	728.00	1282.0	0.00078005	-161.35	-104.57	2.5828	1.0636	1.5827	1196.7	-0.038962	0.00042441	0.20098	liquid
82.361	728.00	1278.7	0.00078206	-159.92	-102.98	2.6021	1.0597	1.5799	1191.8	-0.039003	0.00041237	0.20007	liquid
83.361	728.00	1275.4	0.00078408	-158.49	-101.41	2.6212	1.0557	1.5771	1186.8	-0.039043	0.00040092	0.19915	liquid
84.361	728.00	1272.1	0.00078610	-157.06	-99.831	2.6399	1.0518	1.5743	1181.9	-0.039081	0.00039003	0.19823	liquid
85.361	728.00	1268.8	0.00078813	-155.63	-98.258	2.6585	1.0479	1.5716	1177.0	-0.039117	0.00037967	0.19731	liquid
86.361	728.00	1265.6	0.00079016	-154.21	-96.687	2.6768	1.0440	1.5689	1172.1	-0.039151	0.00036980	0.19640	liquid
87.361	728.00	1262.3	0.00079220	-152.79	-95.120	2.6948	1.0402	1.5662	1167.3	-0.039183	0.00036039	0.19548	liquid
88.361	728.00	1259.0	0.00079425	-151.38	-93.555	2.7126	1.0364	1.5636	1162.5	-0.039212	0.00035141	0.19456	liquid
89.361	728.00	1255.8	0.00079630	-149.96	-91.993	2.7302	1.0326	1.5610	1157.7	-0.039239	0.00034284	0.19365	liquid
90.361	728.00	1252.6	0.00079836	-148.55	-90.433	2.7476	1.0289	1.5585	1153.0	-0.039264	0.00033465	0.19273	liquid
91.361	728.00	1249.3	0.00080043	-147.15	-88.876	2.7647	1.0252	1.5560	1148.3	-0.039286	0.00032682	0.19181	liquid
92.361	728.00	1246.1	0.00080251	-145.74	-87.321	2.7816	1.0215	1.5536	1143.6	-0.039305	0.00031933	0.19090	liquid
93.361	728.00	1242.9	0.00080459	-144.34	-85.768	2.7983	1.0179	1.5512	1138.9	-0.039322	0.00031216	0.18998	liquid
94.361	728.00	1239.7	0.00080667	-142.94	-84.218	2.8149	1.0143	1.5489	1134.3	-0.039336	0.00030529	0.18907	liquid
95.361	728.00	1236.4	0.00080877	-141.55	-82.670	2.8312	1.0108	1.5467	1129.7	-0.039347	0.00029870	0.18816	liquid
96.361	728.00	1233.2	0.00081087	-140.16	-81.125	2.8473	1.0073	1.5445	1125.1	-0.039356	0.00029238	0.18724	liquid
97.361	728.00	1230.0	0.00081298	-138.77	-79.582	2.8632	1.0039	1.5423	1120.6	-0.039362	0.00028631	0.18633	liquid
98.361	728.00	1226.8	0.00081510	-137.38	-78.040	2.8790	1.0005	1.5402	1116.0	-0.039365	0.00028048	0.18542	liquid
99.361	728.00	1223.6	0.00081723	-136.00	-76.501	2.8946	0.99720	1.5382	1111.5	-0.039366	0.00027487	0.18451	liquid
100.36	728.00	1220.5	0.00081936	-134.61	-74.964	2.9100	0.99391	1.5362	1107.0	-0.039364	0.00026948	0.18360	liquid
101.36	728.00	1217.3	0.00082151	-133.23	-73.429	2.9252	0.99066	1.5342	1102.6	-0.039359	0.00026428	0.18269	liquid
102.36	728.00	1214.1	0.00082366	-131.86	-71.895	2.9402	0.98746	1.5323	1098.2	-0.039352	0.00025928	0.18178	liquid
103.36	728.00	1210.9	0.00082582	-130.48	-70.364	2.9551	0.98430	1.5305	1093.7	-0.039342	0.00025446	0.18088	liquid
104.36	728.00	1207.7	0.00082799	-129.11	-68.834	2.9698	0.98119	1.5287	1089.4	-0.039330	0.00024981	0.17997	liquid
